drugbank_id,drug_name,drug_type,groups,smiles,inchikey,molecular_weight,target_uniprot,target_id,target_name,target_organism,actions,known_action
DB01074,Perhexiline,small molecule,approved;investigational,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,CYXKNKQEMFBLER-UHFFFAOYSA-N,277.4879,P23786,BE0000179,"Carnitine O-palmitoyltransferase 2, mitochondrial",Humans,inhibitor,yes
DB01075,Diphenhydramine,small molecule,approved;investigational,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,255.3547,P50135,BE0002436,Histamine N-methyltransferase,Humans,inhibitor,yes
DB01075,Diphenhydramine,small molecule,approved;investigational,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,255.3547,P35367,BE0000442,Histamine H1 receptor,Humans,antagonist,yes
DB01076,Atorvastatin,small molecule,approved,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,XUKUURHRXDUEBC-KAYWLYCHSA-N,558.6398,P04035,BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans,inhibitor,yes
DB01077,Etidronic acid,small molecule,approved,CC(O)(P(O)(O)=O)P(O)(O)=O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,206.0282,,BE0004801,Hydroxylapatite,Humans,antagonist,yes
DB01077,Etidronic acid,small molecule,approved,CC(O)(P(O)(O)=O)P(O)(O)=O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,206.0282,Q13332,BE0003567,Receptor-type tyrosine-protein phosphatase S,Humans,inhibitor,yes
DB01078,Deslanoside,small molecule,approved,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,OBATZBGFDSVCJD-LALPQLPRSA-N,943.0791,P05023,BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans,inhibitor,yes
DB01079,Tegaserod,small molecule,approved;investigational;withdrawn,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,IKBKZGMPCYNSLU-RGVLZGJSSA-N,301.394,Q13639,BE0000084,5-hydroxytryptamine receptor 4,Humans,antagonist;partial agonist,yes
DB01080,Vigabatrin,small molecule,approved,NC(CCC(O)=O)C=C,PJDFLNIOAUIZSL-UHFFFAOYSA-N,129.157,P80404,BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",Humans,inhibitor,yes
DB01081,Diphenoxylate,small molecule,approved;illicit,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,HYPPXZBJBPSRLK-UHFFFAOYSA-N,452.5873,P35372,BE0000770,Mu-type opioid receptor,Humans,agonist,yes
DB01082,Streptomycin,small molecule,approved;vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,581.5741,,BE0004799,16S ribosomal RNA,Enteric bacteria and other eubacteria,inhibitor,yes
DB01082,Streptomycin,small molecule,approved;vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,581.5741,,BE0004800,23S ribosomal RNA,Enteric bacteria and other eubacteria,inhibitor,yes
DB01082,Streptomycin,small molecule,approved;vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,581.5741,P0A7S3,BE0000279,30S ribosomal protein S12,Escherichia coli (strain K12),inhibitor,yes
DB01082,Streptomycin,small molecule,approved;vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,581.5741,,BE0010021,Cytoplasmic membrane,Bacteria,incorporation into and destabilization,yes
DB01082,Streptomycin,small molecule,approved;vet_approved,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,581.5741,,BE0004833,Bacterial outer membrane,Bacteria,incorporation into and destabilization,yes
DB01083,Orlistat,small molecule,approved;investigational,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,495.7348,P16233,BE0000683,Pancreatic triacylglycerol lipase,Humans,inhibitor,yes
DB01083,Orlistat,small molecule,approved;investigational,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,495.7348,P21554,BE0000061,Cannabinoid receptor 1,Humans,inhibitor,yes
DB01083,Orlistat,small molecule,approved;investigational,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,495.7348,P07098,BE0003620,Gastric triacylglycerol lipase,Humans,inhibitor,yes
DB01084,Emedastine,small molecule,approved,CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1,KBUZBQVCBVDWKX-UHFFFAOYSA-N,302.4145,P35367,BE0000442,Histamine H1 receptor,Humans,antagonist,yes
DB01085,Pilocarpine,small molecule,approved;investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,QCHFTSOMWOSFHM-WPRPVWTQSA-N,208.2569,P20309,BE0000045,Muscarinic acetylcholine receptor M3,Humans,agonist,yes
DB01085,Pilocarpine,small molecule,approved;investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,QCHFTSOMWOSFHM-WPRPVWTQSA-N,208.2569,P11229,BE0000092,Muscarinic acetylcholine receptor M1,Humans,agonist,yes
DB01085,Pilocarpine,small molecule,approved;investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,QCHFTSOMWOSFHM-WPRPVWTQSA-N,208.2569,P08172,BE0000560,Muscarinic acetylcholine receptor M2,Humans,agonist,yes
DB01085,Pilocarpine,small molecule,approved;investigational,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,QCHFTSOMWOSFHM-WPRPVWTQSA-N,208.2569,P08912,BE0000247,Muscarinic acetylcholine receptor M5,Humans,agonist,yes
DB01086,Benzocaine,small molecule,approved;investigational,CCOC(=O)C1=CC=C(N)C=C1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,165.1891,Q9Y5Y9,BE0000177,Sodium channel protein type 10 subunit alpha,Humans,inhibitor,yes
DB01087,Primaquine,small molecule,approved,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,INDBQLZJXZLFIT-UHFFFAOYSA-N,259.3467,,BE0004805,Fe(II)-protoporphyrin IX,Plasmodium falciparum,antagonist,yes
DB01088,Iloprost,small molecule,approved;investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,HIFJCPQKFCZDDL-ACWOEMLNSA-N,360.494,P43119,BE0000475,Prostacyclin receptor,Humans,agonist,yes
DB01088,Iloprost,small molecule,approved;investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,HIFJCPQKFCZDDL-ACWOEMLNSA-N,360.494,P43116,BE0000368,Prostaglandin E2 receptor EP2 subtype,Humans,agonist,yes
DB01088,Iloprost,small molecule,approved;investigational,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,HIFJCPQKFCZDDL-ACWOEMLNSA-N,360.494,P34995,BE0000064,Prostaglandin E2 receptor EP1 subtype,Humans,agonist,yes
DB01089,Deserpidine,small molecule,approved,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,CVBMAZKKCSYWQR-WCGOZPBSSA-N,578.6527,Q05940,BE0000118,Synaptic vesicular amine transporter,Humans,inhibitor,yes
DB01089,Deserpidine,small molecule,approved,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,CVBMAZKKCSYWQR-WCGOZPBSSA-N,578.6527,P12821,BE0000221,Angiotensin-converting enzyme,Humans,inhibitor,yes
DB01090,Pentolinium,small molecule,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD-UHFFFAOYSA-N,240.428,P43681,BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans,antagonist,yes
DB01090,Pentolinium,small molecule,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD-UHFFFAOYSA-N,240.428,P32297,BE0003585,Neuronal acetylcholine receptor subunit alpha-3,Humans,antagonist,yes
DB01090,Pentolinium,small molecule,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD-UHFFFAOYSA-N,240.428,P30926,BE0003584,Neuronal acetylcholine receptor subunit beta-4,Humans,antagonist,yes
DB01090,Pentolinium,small molecule,approved,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,XSBSKEQEUFOSDD-UHFFFAOYSA-N,240.428,Q9GZZ6,BE0000411,Neuronal acetylcholine receptor subunit alpha-10,Humans,antagonist,yes
DB01091,Butenafine,small molecule,approved,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,317.4672,Q14534,BE0000577,Squalene monooxygenase,Humans,inhibitor,yes
DB01091,Butenafine,small molecule,approved,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,317.4672,Q92206,BE0004670,Squalene monooxygenase,Yeast,modulator,yes
DB01092,Ouabain,small molecule,approved,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,584.6525,P05023,BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans,inhibitor,yes
DB01094,Hesperetin,small molecule,experimental,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,AIONOLUJZLIMTK-AWEZNQCLSA-N,302.2788,O75907,BE0012021,Diacylglycerol O-acyltransferase 1,Humans,inhibitor,yes
DB01094,Hesperetin,small molecule,experimental,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,AIONOLUJZLIMTK-AWEZNQCLSA-N,302.2788,P55157,BE0000232,Microsomal triglyceride transfer protein large subunit,Humans,antagonist,yes
DB01094,Hesperetin,small molecule,experimental,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,AIONOLUJZLIMTK-AWEZNQCLSA-N,302.2788,P35610,BE0000105,Sterol O-acyltransferase 1,Humans,inhibitor,yes
DB01095,Fluvastatin,small molecule,approved,CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,FJLGEFLZQAZZCD-VAWYXSNFSA-N,411.473,P04035,BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans,inhibitor,yes
DB01097,Leflunomide,small molecule,approved;investigational,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,270.2073,Q02127,BE0000382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Humans,inhibitor,yes
DB01097,Leflunomide,small molecule,approved;investigational,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,270.2073,Q08210,BE0000612,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Plasmodium falciparum (isolate 3D7),inhibitor,yes
DB01098,Rosuvastatin,small molecule,approved,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,BPRHUIZQVSMCRT-VEUZHWNKSA-N,481.538,P04035,BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans,inhibitor,yes
DB01099,Flucytosine,small molecule,approved;investigational,NC1=C(F)C=NC(=O)N1,XRECTZIEBJDKEO-UHFFFAOYSA-N,129.0925,,BE0004796,DNA,Humans,cross-linking/alkylation,yes
DB01099,Flucytosine,small molecule,approved;investigational,NC1=C(F)C=NC(=O)N1,XRECTZIEBJDKEO-UHFFFAOYSA-N,129.0925,P12461,BE0000021,Thymidylate synthase,Yeast,inhibitor,yes
DB01100,Pimozide,small molecule,approved,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,461.5462,P14416,BE0000756,D(2) dopamine receptor,Humans,antagonist,yes
DB01100,Pimozide,small molecule,approved,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,461.5462,P35462,BE0000581,D(3) dopamine receptor,Humans,antagonist,yes
DB01100,Pimozide,small molecule,approved,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,YVUQSNJEYSNKRX-UHFFFAOYSA-N,461.5462,Q12809,BE0000090,Voltage-gated inwardly rectifying potassium channel KCNH2,Humans,inhibitor,yes
DB01101,Capecitabine,small molecule,approved;investigational,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,GAGWJHPBXLXJQN-UORFTKCHSA-N,359.3501,P12461,BE0000021,Thymidylate synthase,Yeast,inhibitor,yes
DB01101,Capecitabine,small molecule,approved;investigational,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,GAGWJHPBXLXJQN-UORFTKCHSA-N,359.3501,,BE0004796,DNA,Humans,incorporation into and destabilization;inhibition of synthesis,yes
DB01101,Capecitabine,small molecule,approved;investigational,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,GAGWJHPBXLXJQN-UORFTKCHSA-N,359.3501,,BE0004810,RNA,Humans,incorporation into and destabilization,yes
DB01101,Capecitabine,small molecule,approved;investigational,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,GAGWJHPBXLXJQN-UORFTKCHSA-N,359.3501,P04818,BE0000324,Thymidylate synthase,Humans,inhibitor,yes
DB01102,Arbutamine,small molecule,approved,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,IIRWWTKISYTTBL-SFHVURJKSA-N,317.3795,P08588,BE0000172,Beta-1 adrenergic receptor,Humans,agonist,yes
DB01103,Quinacrine,small molecule,investigational,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.957,,BE0004796,DNA,Humans,intercalation,yes
DB01103,Quinacrine,small molecule,investigational,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.957,P04054,BE0003997,Phospholipase A2,Humans,inhibitor,yes
DB01103,Quinacrine,small molecule,investigational,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.957,O60733,BE0001077,85/88 kDa calcium-independent phospholipase A2,Humans,inhibitor,yes
DB01103,Quinacrine,small molecule,investigational,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.957,P47712,BE0000657,Cytosolic phospholipase A2,Humans,inhibitor,yes
DB01103,Quinacrine,small molecule,investigational,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,GPKJTRJOBQGKQK-UHFFFAOYSA-N,399.957,Q15111,BE0001081,Inactive phospholipase C-like protein 1,Humans,inhibitor,yes
DB01104,Sertraline,small molecule,approved,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,VGKDLMBJGBXTGI-SJCJKPOMSA-N,306.23,P31645,BE0000749,Sodium-dependent serotonin transporter,Humans,inhibitor;binder;downregulator,yes
DB01105,Sibutramine,small molecule,approved;illicit;investigational;withdrawn,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,UNAANXDKBXWMLN-UHFFFAOYSA-N,279.848,Q01959,BE0000647,Sodium-dependent dopamine transporter,Humans,inhibitor,yes
DB01105,Sibutramine,small molecule,approved;illicit;investigational;withdrawn,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,UNAANXDKBXWMLN-UHFFFAOYSA-N,279.848,P31645,BE0000749,Sodium-dependent serotonin transporter,Humans,inhibitor,yes
DB01105,Sibutramine,small molecule,approved;illicit;investigational;withdrawn,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,UNAANXDKBXWMLN-UHFFFAOYSA-N,279.848,P23975,BE0000486,Sodium-dependent noradrenaline transporter,Humans,inhibitor,yes
DB01106,Levocabastine,small molecule,approved;investigational,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,ZCGOMHNNNFPNMX-KYTRFIICSA-N,420.528,P35367,BE0000442,Histamine H1 receptor,Humans,antagonist,yes
DB01106,Levocabastine,small molecule,approved;investigational,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,ZCGOMHNNNFPNMX-KYTRFIICSA-N,420.528,O95665,BE0000464,Neurotensin receptor type 2,Humans,partial antagonist,yes
DB01107,Methyprylon,small molecule,approved;illicit;withdrawn,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU-UHFFFAOYSA-N,183.2475,P14867,BE0004797,GABA(A) Receptor,Humans,positive allosteric modulator,yes
DB01107,Methyprylon,small molecule,approved;illicit;withdrawn,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU-UHFFFAOYSA-N,183.2475,P14867,BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Humans,agonist,yes
DB01108,Trilostane,small molecule,approved;investigational;vet_approved;withdrawn,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,KVJXBPDAXMEYOA-CXANFOAXSA-N,329.4333,P14060,BE0000051,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,Humans,inhibitor,yes
DB01108,Trilostane,small molecule,approved;investigational;vet_approved;withdrawn,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,KVJXBPDAXMEYOA-CXANFOAXSA-N,329.4333,P26439,BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Humans,inhibitor,yes
DB01108,Trilostane,small molecule,approved;investigational;vet_approved;withdrawn,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,KVJXBPDAXMEYOA-CXANFOAXSA-N,329.4333,P03372,BE0000123,Estrogen receptor,Humans,allosteric modulator,yes
DB01108,Trilostane,small molecule,approved;investigational;vet_approved;withdrawn,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N,KVJXBPDAXMEYOA-CXANFOAXSA-N,329.4333,Q92731,BE0000792,Estrogen receptor beta,Humans,allosteric modulator,yes
DB01110,Miconazole,small molecule,approved;investigational;vet_approved,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,BYBLEWFAAKGYCD-UHFFFAOYSA-N,416.129,P10613,BE0000233,Lanosterol 14-alpha demethylase,Yeast,inhibitor,yes
DB01111,Colistimethate,small molecule,approved;vet_approved,CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,BSSIRFLGSWHWDE-UHFFFAOYSA-I,1634.87,P0AC13,BE0000803,Dihydropteroate synthase,Escherichia coli (strain K12),binder,yes
DB01111,Colistimethate,small molecule,approved;vet_approved,CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O,BSSIRFLGSWHWDE-UHFFFAOYSA-I,1634.87,,BE0004833,Bacterial outer membrane,Bacteria,incorporation into and destabilization,yes
DB01112,Cefuroxime,small molecule,approved,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O,JFPVXVDWJQMJEE-IZRZKJBUSA-N,424.385,Q8XJ01,BE0000576,Penicillin-binding protein 1A,Clostridium perfringens (strain 13 / Type A),inhibitor,yes
DB01113,Papaverine,small molecule,approved;investigational,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,XQYZDYMELSJDRZ-UHFFFAOYSA-N,339.385,Q08499,BE0001287,"3',5'-cyclic-AMP phosphodiesterase 4D",Humans,inhibitor,yes
DB01113,Papaverine,small molecule,approved;investigational,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,XQYZDYMELSJDRZ-UHFFFAOYSA-N,339.385,O76074,BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Humans,inhibitor,yes
DB01113,Papaverine,small molecule,approved;investigational,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,XQYZDYMELSJDRZ-UHFFFAOYSA-N,339.385,Q07343,BE0000487,"3',5'-cyclic-AMP phosphodiesterase 4B",Humans,inhibitor,yes
DB01114,Chlorpheniramine,small molecule,approved,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,SOYKEARSMXGVTM-UHFFFAOYSA-N,274.788,P35367,BE0000442,Histamine H1 receptor,Humans,antagonist,yes
DB01115,Nifedipine,small molecule,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,346.3346,Q13936,BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,Humans,inhibitor,yes
DB01115,Nifedipine,small molecule,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,346.3346,Q01668,BE0002359,Voltage-dependent L-type calcium channel subunit alpha-1D,Humans,inhibitor,yes
DB01115,Nifedipine,small molecule,approved,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,346.3346,Q08289,BE0002354,Voltage-dependent L-type calcium channel subunit beta-2,Humans,inhibitor,yes
DB01116,Trimethaphan,small molecule,approved;investigational,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,CHQOEHPMXSHGCL-UHFFFAOYSA-N,365.512,P43681,BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans,antagonist,yes
DB01116,Trimethaphan,small molecule,approved;investigational,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,CHQOEHPMXSHGCL-UHFFFAOYSA-N,365.512,Q9GZZ6,BE0000411,Neuronal acetylcholine receptor subunit alpha-10,Humans,antagonist,yes
DB01117,Atovaquone,small molecule,approved,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,KUCQYCKVKVOKAY-CTYIDZIISA-N,366.837,Q02768,BE0004428,Cytochrome b,Plasmodium falciparum,inhibitor,yes
DB01117,Atovaquone,small molecule,approved,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,KUCQYCKVKVOKAY-CTYIDZIISA-N,366.837,Q08210,BE0000612,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Plasmodium falciparum (isolate 3D7),inhibitor,yes
DB01118,Amiodarone,small molecule,approved;investigational,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,645.3116,Q12809,BE0009629,HERG human cardiac K+ channel,Humans,inhibitor,yes
